APOE3_Normal_names,APOE3_Normal_pvals,APOE3_Normal_logfoldchanges,APOE4_HighRisk_names,APOE4_HighRisk_pvals,APOE4_HighRisk_logfoldchanges
TOMM40,0.0,-3.3475233e-06,NBEAL2,0.0,-0.7304489
S100A10,0.0,-4.6938295,LIMS2,0.0,-4.7682157
THBS1,0.0,,ITGA11,0.0,-3.8413787
LILRB3,0.0,,RUVBL2,0.0,-1.0160602
NR4A3,0.0,-6.913994,CPXM2,0.0,-2.3636239
GCH1,0.0,,LAMC3,0.0,-2.3636148
JAG1,0.0,,KIAA1324,0.0,-3.146904
TNFAIP3,0.0,,CNTN3,0.0,-4.242533
TESC,0.0,-0.42727226,HHEX,0.0,-2.0172064
FGR,0.0,-1.3212752e-06,GPR158,0.0,-1.4010736
SYN3,0.0,-0.36723194,AD000090.1,0.0,-3.9698474
HLA-DQB1,0.0,3.513699e-07,JCAD,0.0,-2.4618328
EDNRA,0.0,,ABCC3,0.0,-3.5880451
AL590807.1,0.0,-4.135673,HCN1,0.0,-3.0870314
CYP1B1,0.0,,AMPH,0.0,-0.12818085
ABCA10,0.0,,AC012409.2,0.0,-0.5541327
SRPX2,0.0,-4.132113,DDX54,0.0,-0.87132156
MAFF,0.0,,STARD8,0.0,0.45934257
ROR2,0.0,,SAMD13,0.0,-3.5011308
COL4A3,0.0,3.351107e-06,OTUD1,0.0,-2.3337443
ZNF385D,0.0,,MAP3K7CL,0.0,-2.8826232
AURKAIP1,0.0,-1.9575453,OSBPL10,0.0,-1.198785
STEAP4,0.0,-6.595077,GABRB2,0.0,-3.389009
TRAF5,0.0,1.0661895e-06,HIST1H4C,0.0,-3.3492336
TIFA,0.0,,TNR,0.0,-2.2484584
OSCAR,0.0,,IL20RB,0.0,-3.9801962
PHLDA1,0.0,,TM4SF18,0.0,-4.3192773
KITLG,0.0,,AP001059.2,0.0,-2.7799373
H1F0,0.0,-1.2038394,UCHL1,0.0,-2.6239889
IRS1,0.0,-3.3830895,ITPR3,0.0,-3.229939
LINC00378,0.0,-7.3140874,BISPR,0.0,-3.1979795
CTNNAL1,0.0,2.6386347,TMC3-AS1,0.0,-3.1339922
SEMA6B,0.0,,GNLY,0.0,-1.37859
MYO1B,0.0,-6.39125e-08,C8orf34,0.0,-1.8539418
TUBB6,0.0,,AL157911.1,0.0,-0.14939551
PGGHG,0.0,-5.40453,ABCB4,0.0,-2.0086303
HMGB2,0.0,,PLEKHG5,0.0,-1.9719303
HERC6,0.0,-0.62376523,PLVAP,0.0,-2.2802064
RELB,0.0,,STX11,0.0,-1.2669778
SLC17A9,0.0,,EDN1,0.0,-2.7710168
CALCB,0.0,2.3272972,MAP3K21,0.0,-4.299403
NCF4,0.0,,LINC02208,0.0,-3.3151727
AC021594.2,0.0,,LHFPL3,0.0,-3.4463663
ATP6V1F,0.0,,DUSP27,0.0,-4.39381
AC100849.1,0.0,-3.4638367,ATP2A3,0.0,-3.4727159
NOP2,0.0,-5.5399903e-07,PLCB3,0.0,-3.7015944
ACSL5,0.0,3.0888947e-07,SERPINB9P1,0.0,-4.1144495
PPIF,0.0,-5.7502284,AL627316.1,0.0,-1.4918736
FRMPD4,0.0,2.8325758e-06,IGF1,0.0,-4.4303017
NDUFAB1,0.0,-0.79879916,AL390066.1,0.0,-4.3853283
UBL5,0.0,-4.0734224,TM4SF1,0.0,-1.8152848
NUP37,0.0,,SHE,0.0,-2.603634
C19orf53,0.0,-7.825028,LINC02627,0.0,-1.4402947
FES,0.0,,TTC26,0.0,-1.005104
TUBB4B,0.0,,CCDC124,0.0,1.2898867
GABRE,0.0,,MTRNR2L10,0.0,-2.9630587
ANXA2,0.0,-1.3839993e-06,BAIAP2L1,0.0,-2.1999676
CHRM5,0.0,-3.1021807,ELK1,0.0,-1.6694871
AL390957.1,0.0,,AC015845.2,0.0,-4.238449
RGS2,0.0,,ALDH3B1,0.0,-1.1523286
H1FX,0.0,0.18079263,KIRREL1,0.0,-0.77217263
PRXL2C,0.0,-1.5502977,AC110995.1,0.0,-2.3434675
SLC9A7,0.0,-0.93896383,PARP15,0.0,-1.9641535
NELL2,0.0,-2.6902924,TACC3,0.0,-1.0325549
RDH10,0.0,-5.6049805,FBXO41,0.0,-0.21181473
PDCD1LG2,0.0,,LMCD1,0.0,-1.6277778
GPATCH4,0.0,-4.352655,A1BG-AS1,0.0,-1.0237434
NSMCE3,0.0,,IL27RA,0.0,-3.8509946
NDUFA4L2,0.0,,LINC02172,0.0,-3.6407833
ANAPC11,0.0,-2.499798,PPM1N,0.0,-3.322811
NOD2,0.0,-7.564648,AP001924.1,0.0,-2.6476855
AL035446.2,0.0,-6.359004,IFIT1,0.0,-1.6196764
SULF2,0.0,-5.721283,THEMIS,0.0,-0.60879785
AC090578.1,0.0,-1.3650675,ISYNA1,0.0,-1.7764282
C11orf24,0.0,,RASIP1,0.0,-3.9728148
GSDMD,0.0,-2.1406098e-08,AP001037.1,0.0,-3.3956406
PSMB10,0.0,-4.749041,TIE1,0.0,-3.7932606
COL4A4,0.0,-3.314929e-07,ADCY4,0.0,-3.246891
SUSD4,0.0,-2.2614517,AC087273.2,0.0,-2.8617501
PSME1,0.0,,CLVS1,0.0,-2.506343
FANCM,0.0,,SLFN12L,0.0,-0.09001819
GALNT3,0.0,-3.34765,ARMC7,0.0,-3.2064178
COL5A2,0.0,-1.4611077,ST8SIA5,0.0,-2.2670398
AL109930.1,0.0,-2.7896304,CDH5,0.0,-3.2376237
SELL,0.0,-7.2905726,ALPL,0.0,-2.347567
MCTP2,0.0,,NOA1,0.0,-0.9943134
HMGN4,0.0,-2.8935063,XKR4,0.0,-1.6793654
CCDC88C,0.0,-0.7317454,TPM2,0.0,-1.9281168
LINC00884,0.0,-6.8125362,TXK,0.0,-0.995918
BTBD19,0.0,,BTN3A3,0.0,-1.3536764
COX14,0.0,-6.5943074,LINC02641,0.0,-2.5155048
ADAMTSL4,0.0,,LINC02591,0.0,-2.417161
DOK6,0.0,-3.2046242,GRM5,0.0,-2.3813677
RAP2B,0.0,,CAVIN2,0.0,-2.655654
C12orf57,0.0,-1.924274,AC020703.1,0.0,-0.15740044
TBX15,0.0,,PRPS2,0.0,1.1132821
C1RL-AS1,0.0,-4.2236404,CLDN7,0.0,-3.18232
SSTR2,0.0,-0.55347884,TMEM44,0.0,-2.7140949
TNFRSF10C,0.0,-5.0628314,PTPN22,0.0,-1.9720471
SLC25A30,0.0,-1.0630052,LINC02542,0.0,-0.38833848
LINC02100,0.0,-2.8581188,GATA2-AS1,0.0,-3.71524
PKD1L1,0.0,-1.9572567,TDRD10,0.0,-2.6621792
NOTCH3,0.0,1.0379286,SCN2A,0.0,-3.9854715
AC139720.1,0.0,-2.7937217,HCG11,0.0,-2.7990236
AC018618.1,0.0,-2.63757,PLA2R1,0.0,-1.4618533
GGT5,0.0,-3.7958117,FOXC1,0.0,-0.52328575
ADAMTS6,0.0,-1.9954847,ABO,0.0,-3.6208067
HIST1H1C,0.0,-4.059392,KLF11,0.0,-2.6026375
AL359546.1,0.0,-1.1378684,BMF,0.0,-2.3532476
MMP16,0.0,3.1305304,HIGD1C,0.0,0.09793156
C7,0.0,-6.742275,PROX1-AS1,0.0,-2.8072948
NOP10,0.0,-4.2811356,SYN2,0.0,-2.6043594
RAB38,0.0,-8.012272,LZTS1,0.0,-0.38970527
LINC01001,0.0,-11.642061,SCN1A,0.0,0.25162184
ECM2,0.0,-6.205205,VWC2,0.0,-2.661927
MYO16,0.0,-1.6459903,SLC4A10,0.0,-3.379082
TAGLN2,0.0,-8.422768,OVCH1-AS1,0.0,-2.0882132
AC013652.1,0.0,-3.1567433,HYAL2,0.0,0.033442173
S1PR3,0.0,-3.5358608,NES,0.0,-2.6330595
AL096854.1,0.0,-4.171868,SPAAR,0.0,-3.543201
IL18R1,0.0,-4.6541705,GABRR2,0.0,-2.4452178
RASGRP1,0.0,-0.7301706,ADGRA2,0.0,-2.8246894
DENND2D,0.0,-5.2652698,SAMD5,0.0,-1.5823128
MMP14,0.0,-3.0947702,MEG8,0.0,-0.7780427
FGF13,0.0,1.5235901,ALOX15B,0.0,-1.2705534
COL25A1,0.0,-2.445481,NCMAP,0.0,-0.9764341
FAP,0.0,-1.324901,LINGO2,0.0,-1.9001249
PRICKLE1,0.0,,PRR11,0.0,-2.0570967
CLSTN2,0.0,0.516059,CELF4,0.0,-1.513687
AC011287.1,0.0,-3.0158,AKR1C1,0.0,-1.5778534
MYD88,0.0,-5.4834595,AP002807.1,0.0,-0.3451554
FHL2,0.0,-6.458771,RINL,0.0,-2.5113945
IFI27,0.0,-3.467093,LINC01197,0.0,-2.581511
BX284613.2,0.0,-2.549115,CAV1,0.0,-2.5609808
IGFBP5,0.0,-2.1012325,PRDM8,0.0,-2.910404
STAT4,0.0,-5.834243,CCDC61,0.0,-1.3487056
NME4,0.0,-1.2397584,LRFN5,0.0,-0.7877091
AC019130.1,0.0,-2.4882193,DEPDC1B,0.0,-2.9375148
COL6A2,0.0,-4.7290816,RGS7BP,0.0,-1.8411275
FHAD1,0.0,-4.6365995,DAXX,0.0,-1.1408787
BRCA2,0.0,-2.4395685,CHRM3,0.0,-2.2092953
HYOU1,0.0,-2.2331204,LINC01356,0.0,-2.4048827
CNTN5,0.0,-0.46145552,MYOCOS,0.0,-2.0450406
AC007563.2,0.0,-1.9681773,NTN4,0.0,-0.074215785
AXIN2,0.0,0.7226636,LINC01151,0.0,-2.9498606
C5orf17,0.0,-3.2072036,FFAR4,0.0,-2.79049
FPR3,0.0,-5.26137,NOX4,0.0,-2.2839303
NR4A1,0.0,-1.0640848,HFE,0.0,-0.97266555
FMO2,0.0,-1.9868932,AC104530.1,0.0,-0.7433635
OAS3,0.0,-4.7128825,AL356108.1,0.0,-1.6875557
NRL,0.0,-1.3599602,RAMP3,0.0,-1.3554945
SLC35F2,0.0,-6.460139,STK26,0.0,-1.7215946
CRYBG1,0.0,-1.3200262,AC097528.1,0.0,-0.84739256
CARMN,0.0,-0.91640794,GLRA2,0.0,-2.299994
TUSC3,0.0,-0.3986914,R3HDM4,0.0,-0.14205916
COL15A1,0.0,-5.3189297,JAG2,0.0,-0.23676318
APRT,0.0,-4.878769,HMCN1,0.0,-2.3032148
AC007402.1,0.0,-2.6882834,ST8SIA6-AS1,0.0,-2.022959
SATB1-AS1,0.0,-0.67058444,LINC01191,0.0,-1.965757
COL12A1,0.0,-2.071467,NMNAT2,0.0,-2.1779494
LTBP2,0.0,-1.8458626,TMEM132D,0.0,-1.5950184
JPT1,0.0,-3.3775077,PSMC3,0.0,-0.4517071
RSAD2,0.0,-2.6807127,AC012360.3,0.0,-0.10636704
DUSP5,0.0,-5.533193,AC022784.1,0.0,-0.7564
TPTE2,0.0,-0.656387,ACVRL1,0.0,-2.2527454
IGFBP4,0.0,-6.204048,TEX41,0.0,-0.25655475
SERPINE1,0.0,-0.9581236,PROM1,0.0,-1.4501022
LINC02389,0.0,-1.7646803,AC084816.1,0.0,-1.540245
SDF2L1,0.0,-4.3881283,TSPAN18,0.0,-1.7728368
ESRRB,0.0,-2.6873317,EYA4,0.0,-1.3882387
TIMM8B,0.0,-1.0212289,ADCY1,0.0,-0.2948716
ADAMTS12,0.0,-2.0265865,STAC3,0.0,-0.001082619
AC002074.1,0.0,-4.09384,AC124854.1,0.0,-0.9379337
ARL4C,0.0,-0.62919015,AC104041.1,0.0,-0.832665
PDGFRA,0.0,-4.9446177,TNFRSF19,0.0,-0.7257255
THSD7B,0.0,-3.3440976,LRRC32,0.0,-0.12472418
TMUB1,0.0,-2.078735,AFAP1L1,0.0,-1.9992468
AL162493.1,0.0,-5.214942,ITGBL1,0.0,-1.5829266
AC010149.1,0.0,,AP001636.3,0.0,-0.43749684
DNAH6,0.0,-1.2952144,KCNC2,0.0,-2.0535085
AC079298.3,0.0,-0.016583437,CDH18,0.0,-1.2553779
AL138756.1,0.0,-3.455842,SLC25A25-AS1,0.0,-1.6691493
PBX4,0.0,0.13349532,CCDC9B,0.0,-1.166276
CSF2RB,0.0,-7.5727577,KCNH7,0.0,-1.6028934
FILIP1,0.0,-0.5987582,SOX18,0.0,-1.867248
PSENEN,0.0,-2.5205579,CCDC36,0.0,-1.8020619
AC109492.1,0.0,-4.6750913,AC010186.3,0.0,-2.1030798
GLRX5,0.0,-1.6986028,PLSCR2,0.0,-1.3952223
ASS1,0.0,-2.039412,AL136441.1,0.0,-1.301432
DNAH14,0.0,-3.0651336,ARHGAP11B,0.0,-1.2914094
NFKB2,0.0,-1.7095927,GABRG3,0.0,-1.7802693
GNG4,0.0,-1.2071509,IGF2BP2,0.0,-1.3611058
ASPN,0.0,-3.5496297,SRARP,0.0,-1.5836028
CXCR4,0.0,-2.7255673,LGALSL-DT,0.0,-1.47625
TUSC2,0.0,-1.9252049,ALDH16A1,0.0,-0.37620327
EIF3G,0.0,-1.6328732,PTPRT,0.0,-1.2129949
ITGA4,0.0,-3.541957,ANKRD44-IT1,0.0,-2.1936443
COL6A3,0.0,-4.969574,ZMYND15,0.0,-2.1399539
RUNX3,0.0,-0.6408839,AC016152.1,0.0,-2.2137306
AP000943.2,0.0,-0.21719441,HECW1,0.0,-0.96434623
SF3B5,0.0,-2.1415417,SLC16A12,0.0,-0.7877941
SLC6A17,0.0,-4.5327287,AC080132.1,0.0,-1.8421799
AC007780.1,0.0,-2.349076,PPP1R14C,0.0,-2.3283527
AC010978.1,0.0,-6.92101,BICDL1,0.0,-1.2490528
CALHM6,0.0,-6.453611,TSPAN32,0.0,-2.4106314
OMD,0.0,-3.203087,CNGA1,0.0,-2.2020383
AC002546.1,0.0,-3.1549017,PGR,0.0,-1.8296833
AL158055.1,0.0,-0.25314003,CLEC17A,0.0,-2.3317091
SH3GL2,0.0,-1.3339642,ADORA2A,0.0,-2.1534784
PLAC9,0.0,-1.8552926,FRAS1,0.0,-1.365329
CD2BP2,0.0,-1.5334121,CLCA4-AS1,0.0,-1.7749826
SKAP1,0.0,-2.9170609,PRX,0.0,-1.7723066
ERVMER61-1,0.0,-1.6652168,SLC25A21,0.0,-1.1258323
CSTF2T,0.0,-0.022722425,AC106795.3,0.0,-0.8302467
AC009226.1,0.0,0.6732044,IKZF3,0.0,-0.6466399
SLC16A10,0.0,-2.2364993,BNIP1,0.0,-0.6809901
CLMP,0.0,-1.2824769,PNPO,0.0,-0.20065989
TNFRSF21,0.0,-1.192338,TRPC6,0.0,-0.41422692
IL1RL1,0.0,-3.5494585,TMIGD2,0.0,-2.6736395
KCNJ8,0.0,-3.5970533,MND1,0.0,-1.7424701
COL8A1,0.0,-2.597482,SLC66A1,0.0,-0.8938823
TAGLN,0.0,-2.6847365,TMEM45A,0.0,-0.35929507
BTN2A2,0.0,-1.4528137,PKN3,0.0,-1.8954985
LINC01482,0.0,-1.5056348,DTHD1,0.0,-0.96855295
OGN,0.0,-4.4953346,GPR176,0.0,-1.229587
IL1A,0.0,-2.3918228,AL359220.1,0.0,-1.87398
SLC24A1,0.0,-0.94153935,CYB561,0.0,-1.1984539
AC064875.1,0.0,-1.9413893,GLMP,0.0,-0.38215292
C4orf45,0.0,-5.9833736,KDR,0.0,-2.1621265
ENPEP,0.0,-2.9129987,JAZF1-AS1,0.0,-2.1734123
BATF,0.0,-3.3119256,FBLN5,0.0,-0.6418441
CD320,0.0,0.35698313,LINC00968,0.0,-2.3784513
LINC02664,0.0,-0.8484107,TEX30,0.0,-1.4807403
HLA-DOA,0.0,-1.4938838,LAT,0.0,-1.566513
IFITM10,0.0,-1.0200776,ARMCX5,0.0,-1.0337893
DISC1FP1,0.0,-2.330855,REEP4,0.0,-0.48610175
CASP5,0.0,-3.2754502,A1BG,0.0,0.2026543
AL356356.1,0.0,-1.58014,PARM1,0.0,-1.5295156
KCNN4,0.0,-3.4652255,AC027288.3,0.0,-1.5895898
EMILIN2,0.0,-2.6772442,AC018742.1,0.0,-1.093985
CYSLTR2,0.0,-0.7024679,LINC01250,0.0,-1.2865154
TWF2,0.0,-0.80618095,AC008875.3,0.0,-1.7002225
AC068286.2,0.0,-0.31720835,MFSD9,0.0,-0.94063705
RMDN2-AS1,0.0,-0.8467763,CENPB,0.0,-1.182992
AL355612.1,0.0,-0.7720127,OLFM3,0.0,-1.8027852
MSC-AS1,0.0,-0.76879233,KMO,0.0,-1.9973296
CCDC71L,0.0,-1.2259852,PCNA,0.0,-1.2556268
SAMD3,0.0,-1.0810235,AC009522.1,0.0,-0.6262507
PCDH18,0.0,-3.0343888,TMEM121B,0.0,-0.4692424
AP000240.1,0.0,-3.5871954,CCN2,0.0,-1.4084193
ACAP1,0.0,-1.124328,LINC02576,0.0,-1.023346
SNHG26,0.0,-0.4473033,PCSK1N,0.0,-0.3859085
LINC01322,0.0,0.019179989,TINAGL1,0.0,-1.8472793
AL133259.1,0.0,-1.6102946,NOS3,0.0,-1.6862682
BANK1,0.0,-0.51312923,AC100858.3,0.0,-2.02609
SLC2A6,0.0,0.25386393,PELO,0.0,-0.15957302
DNASE1L1,0.0,-0.9530651,FOXD1,0.0,-2.0161066
SLC22A3,0.0,-0.048499443,FENDRR,0.0,-1.6285163
SLAMF8,0.0,-3.0440495,AC073332.1,0.0,-0.7503047
GRIN2B,0.0,1.1116362,VSNL1,0.0,-0.63862944
EMC9,0.0,-1.4290746,LTB4R,0.0,0.14138366
ABCA9-AS1,0.0,-1.2558619,AC015802.4,0.0,-1.1729751
WAKMAR2,0.0,-0.22823265,AL136962.1,0.0,-0.19727895
AC132803.1,0.0,-1.1308175,NEFM,0.0,-1.8099898
SMOC2,0.0,-1.6315767,CPLX1,0.0,-1.545617
FBXO6,0.0,-1.1443433,SHISA9,0.0,-0.55654544
IL12RB2,0.0,-0.8852927,AL161443.1,0.0,-1.280834
DDX41,0.0,-2.282808,ENC1,0.0,-1.3306509
LINC01426,0.0,-3.5560782,CPS1,0.0,-0.58333105
ADGRE1,0.0,-3.3311648,ADAMTS8,0.0,-1.6184105
CD96,0.0,-1.3712119,SCN3A,0.0,-1.5937402
SNX20,0.0,-1.1036482,NRGN,0.0,-0.9625646
LINC00924,0.0,-0.88258535,GPR157,0.0,-1.4505252
PCOLCE,0.0,-0.53304684,PCSK2,0.0,-1.243329
AL589693.1,0.0,-0.12875998,AC073115.2,0.0,-1.890433
AC137770.1,0.0,-0.23237433,TCERG1L,0.0,-1.5238105
RRAD,0.0,-1.7201594,LSR,0.0,-1.212144
AC004817.5,0.0,-2.0038145,AP001341.1,0.0,-0.7529679
IGFBP2,0.0,-1.8799723,POLE3,0.0,-1.209785
PDLIM1,0.0,-2.0843198,LBH,0.0,-1.1184497
KANSL1-AS1,0.0,-0.8258532,PGR-AS1,0.0,-1.4712288
SFTA1P,0.0,-2.3495517,RBM20,0.0,-0.9688212
SLC16A6,0.0,-1.3596553,PIK3CD-AS2,0.0,-0.5792314
AC092131.1,0.0,-1.986361,MICB,0.0,-0.7188294
AC011476.3,0.0,-0.19601399,NEFL,0.0,-1.1528839
KCNG2,0.0,-1.6510997,PCDH11X,0.0,-0.6968517
LILRB2,0.0,-1.3043698,ASIC2,0.0,-0.44866785
CCK,0.0,-0.43093276,Z96074.1,0.0,-0.7869456
PKP2,0.0,-0.66645324,LINC02580,0.0,-0.78387845
C1QTNF1,0.0,-0.7572624,SCN9A,0.0,-1.1425925
SORCS3,0.0,-0.46026233,TEX29,0.0,-1.5355281
FBP1,0.0,0.033616956,GEMIN7,0.0,-1.1663543
TEX14,0.0,-0.012439075,TMC4,0.0,-1.1865363
ACADL,0.0,-1.1799396,NRG1,0.0,-0.45069802
DUSP23,0.0,-1.4435501,CA4,0.0,-0.86024886
MTX1,0.0,-0.98172516,SLC22A1,0.0,-0.9547162
PTGIR,0.0,-1.3602766,AP001372.1,0.0,-1.1931303
MRPL28,0.0,-0.5040003,RAB3C,0.0,-0.89034665
AL359979.1,0.0,-2.4868546,SYNPR,0.0,-0.9760814
TBX2,0.0,-1.7610178,AC000082.1,0.0,-1.4065751
LINC01344,0.0,0.043305866,ANKRD30BL,0.0,-0.7299452
HTR7,0.0,-2.2237701,PDGFD,0.0,-0.7594576
AC011246.1,0.0,-0.8393994,AC024901.1,0.0,-0.5738684
JMJD8,0.0,-0.18948007,LINC00970,0.0,-0.28103638
C5orf34,0.0,-0.16693872,CHRNA7,0.0,-0.5154957
AC022126.1,0.0,-0.65415114,NID2,0.0,-0.78408873
CCN4,0.0,-1.1405373,HIF1A-AS1,0.0,-0.5655428
PPM1M,0.0,-0.67380345,KLF4,0.0,-0.30610394
APOL1,0.0,-0.8752224,SCARF2,0.0,-1.2729647
VMO1,0.0,-1.7254062,DACH2,0.0,-0.83925647
COL13A1,0.0,-0.9569897,BIRC3,0.0,-0.49646834
MGP,0.0,-1.5470567,TMEM159,0.0,-1.4373646
ABRACL,0.0,-0.1916401,STMN2,0.0,-0.8002421
ISG15,0.0,-1.0462226,LNX1,0.0,-0.9766588
PARPBP,0.0,-1.3153796,SLA2,0.0,-1.099294
LINC02458,0.0,-0.68418795,LINC02511,0.0,-0.75811243
S100A4,0.0,-0.0774261,AL033504.1,0.0,-0.5145471
AL031595.2,0.0,-1.5693794,CFD,0.0,-0.8761673
CST7,0.0,-1.3567135,AKR1C2,0.0,-0.5223227
HIST1H2BH,0.0,-2.1456914,SLC5A4-AS1,0.0,-0.8103331
Z97192.3,0.0,-0.9544637,AL390860.1,0.0,-0.84513485
CD7,0.0,-1.630787,ISM1,0.0,-0.62734777
RIMKLA,0.0,-0.41216284,SLC35F4,0.0,-0.15205961
SIGMAR1,0.0,0.07019431,NXPH1,0.0,-0.4145089
AC009313.1,0.0,-1.353025,FALEC,0.0,-1.1499935
AL355916.1,0.0,-0.0811944,CD36,0.0,-0.9756044
TC2N,0.0,-1.0916172,NYAP2,0.0,-0.92066616
ITGA8,0.0,0.103429064,DEGS2,0.0,-0.9290236
LINC01876,0.0,-1.466062,ZNF524,0.0,-0.6346653
ITK,0.0,-0.9498726,AGAP2,0.0,-0.71491987
SIGLEC1,0.0,-1.1510861,HAVCR1,0.0,-0.44764495
PTH2R,0.0,-0.0589465,AP001059.3,0.0,-0.14179033
LINC02316,0.0,-0.761208,CRNDE,0.0,-0.60507584
AC119396.1,0.0,-0.3886074,PPP1R1C,0.0,-0.8643889
SEPTIN4-AS1,0.0,-0.31907204,MOV10L1,0.0,-0.90463823
FBLIM1,0.0,-1.4663403,LINC02315,0.0,-0.60284615
TP63,0.0,-0.93879485,NELL1,0.0,-0.20493673
AC106729.1,0.0,-0.20472434,CYP19A1,0.0,-0.93392366
LSP1,0.0,-0.17253156,AC092155.1,0.0,-0.91176635
AL445213.2,0.0,-1.1469314,CPNE4,0.0,-0.3823955
AC004687.1,0.0,-0.6997823,ZNF185,0.0,-0.376926
RABGGTA,0.0,-0.5490808,KCNE1,0.0,0.013217727
MPZ,0.0,-0.34398994,HSPA12B,0.0,-1.1923004
PTGER4,0.0,0.15999766,CSPG4,0.0,-1.2517879
AL136456.1,0.0,0.17251214,VNN2,0.0,-1.229334
KCNK2,0.0,-0.28524154,SOX7,0.0,-0.76863205
BCL11B,0.0,-0.61949074,ZNF367,0.0,-0.8526379
LINC00861,0.0,-0.5988442,AC105345.1,0.0,-0.58433473
RGS14,0.0,-0.5933256,BRIP1,0.0,-0.5009064
LINC00276,0.0,-0.006706772,NUSAP1,0.0,-0.40963727
SPON2,0.0,-0.54738224,AL355838.1,0.0,-0.82822895
CR1,0.0,-0.35472575,CACNG2,0.0,-0.7440543
MEA1,0.0,-0.057420496,GLYATL2,0.0,-0.9190958
LRRC25,0.0,-0.60669464,DOCK8-AS1,0.0,-1.1802605
MEI4,0.0,-0.13088927,SAMMSON,0.0,-0.30527943
PWRN1,0.0,-0.316339,HEYL,0.0,-0.38305807
LINC01934,0.0,-0.5245016,PERP,0.0,-0.9630638
FOSL1,0.0,0.092938006,BEX1,0.0,-0.74421316
CCL4,0.0,-0.8932797,TRIM46,0.0,-0.9339567
CENPK,0.0,-0.6879307,AC073569.2,0.0,-0.06376371
GPR4,0.0,-0.02797477,ADAMTS2,0.0,-0.6909689
GJA4,0.0,-0.6622097,RAMP2,0.0,-0.38229352
MLPH,0.0,-1.0954527,LILRB5,0.0,-0.69242287
NT5DC2,0.0,-0.019051397,SNTG2,0.0,-0.5715082
MT-ND6,0.0,-0.7574939,RWDD2B,0.0,-0.9558234
FCGR2B,0.0,-0.24695309,C6orf163,0.0,-0.8399413
FCAR,0.0,0.10465474,RNF207,0.0,-0.42097303
AC007877.1,0.0,-1.2220558,SCHLAP1,0.0,-0.2105217
GPC3,0.0,-0.22764489,AC083949.1,0.0,-0.2726889
FBLN2,0.0,-0.3749401,AC114689.3,0.0,-0.4366985
ANO3,0.0,-0.67189085,FAM72A,0.0,-0.48956314
COL24A1,0.0,-0.3561654,LINC01693,0.0,-0.79344225
GAP43,0.0,-0.35730216,AFF2,0.0,-0.66150963
ZWILCH,0.0,0.05995066,SLC38A5,0.0,-0.96122295
AC135893.1,0.0,-0.07694338,AC007448.4,0.0,-0.8268517
LINC02343,0.0,-0.2775366,RGS4,0.0,-0.6968541
PTGIS,0.0,-0.060076687,FAM162B,0.0,-0.37648293
LINC02694,0.0,-0.14191721,KCNB2,0.0,-0.5978033
AC103740.1,0.0,0.13791946,TMEM45B,0.0,-0.8316301
IL7R,0.0,-0.24661322,GLT1D1,0.0,-0.6440802
LINC02320,0.0,-0.6754043,RPA4,0.0,-0.8711779
CCL5,0.0,-0.7744247,AC079380.1,0.0,-0.72977567
AC078923.1,0.0,-0.41156414,C2orf83,0.0,-0.6279582
AL121917.1,0.0,0.20352356,ZNF215,0.0,-0.7031403
PYHIN1,0.0,-0.7653296,AC087280.2,0.0,-0.14202243
GFER,0.0,-0.3657871,NNMT,0.0,-0.17916434
SLIT3,0.0,0.1871649,CORO2A,0.0,-0.489289
TNF,0.0,-0.72087026,AC008083.2,0.0,-0.44321653
AC016766.1,0.0,-0.30351445,CPLX2,0.0,-0.45155972
AC005253.1,0.0,-0.17020145,MPND,0.0,-0.38936782
AL109613.1,0.0,0.20937616,MATK,0.0,-0.7605259
LINC02058,0.0,-0.115120456,TOR4A,0.0,-0.65295625
TENT5C,0.0,-0.47963938,ARHGAP28,0.0,-0.24110027
SLAMF6,0.0,-0.42061603,LINC01483,0.0,-0.3771756
COL3A1,0.0,-0.6248611,CD3EAP,0.0,-0.67049307
MYOZ2,0.0,-0.5281085,BX890604.2,0.0,-0.5121026
C8orf58,0.0,0.14948702,HOXB3,0.0,-0.77992976
NKG7,0.0,-0.6012991,LINC02055,0.0,-0.34618258
CKS2,0.0,-0.2125354,TMEM252-DT,0.0,-0.74824756
GBP5,0.0,-0.5401217,WDR86,0.0,-0.25270653
AC147651.4,0.0,-0.5186323,AL357507.1,0.0,-0.22866344
AC104248.1,0.0,-0.30952078,AL591368.1,0.0,-0.09791944
VGLL3,0.0,-0.62361026,BST1,0.0,-0.28397956
TRABD2B,0.0,-0.4538834,CDHR1,0.0,-0.57905596
GRAP2,0.0,-0.3698487,AC093895.1,0.0,-0.15638803
AC009975.1,0.0,-0.2600821,ERP27,0.0,-0.19855143
ADAM8,0.0,-0.34130785,RCAN3AS,0.0,-0.6309381
AL591501.1,0.0,-0.015160719,PLAC1,0.0,-0.4749366
IRGM,0.0,-0.49212998,TXLNB,0.0,-0.43973285
VIT,0.0,-0.0089373,MEIS3,0.0,-0.49091113
AC068989.1,0.0,-0.39103186,AL355336.1,0.0,-0.48649254
RGPD2,0.0,-0.30575812,FGF7,0.0,-0.31693152
AL096794.1,0.0,0.043338314,TPBG,0.0,-0.51606184
AC007879.3,0.0,-0.5124609,SLFN13,0.0,-0.42358956
ZNF831,0.0,-0.1733683,CLSPN,0.0,-0.35502872
